id,name,surname,login,password,phoneNumber
11,2023-04-20T12:18:58.538033Z,SMOKE_OR_FIRE,5
12,2023-04-22T09:18:58.538046Z,MOTION_DETECTION,8
13,2023-04-21T09:18:58.538060Z,MOTION_DETECTION,3
14,2023-04-22T13:18:58.538072Z,MOTION_DETECTION,13
15,2023-04-22T09:18:58.538085Z,SMOKE_OR_FIRE,10
16,2023-04-21T03:18:58.538099Z,WATER_LEAK,1
17,2023-04-22T03:18:58.538113Z,SMOKE_OR_FIRE,6
18,2023-04-21T18:18:58.538126Z,SMOKE_OR_FIRE,12
19,2023-04-21T08:18:58.538138Z,SMOKE_OR_FIRE,1
20,2023-04-23T10:18:58.538155Z,SMOKE_OR_FIRE,5
21,2023-04-22T09:18:58.538168Z,GLASS_BREAK,14
22,2023-04-21T01:18:58.538181Z,SMOKE_OR_FIRE,13
23,2023-04-21T20:18:58.538194Z,GLASS_BREAK,10
24,2023-04-22T17:18:58.538206Z,WATER_LEAK,1
25,2023-04-20T10:18:58.538220Z,MOTION_DETECTION,19
26,2023-04-23T18:18:58.538233Z,GLASS_BREAK,1
27,2023-04-21T00:18:58.538245Z,MOTION_DETECTION,1
28,2023-04-21T20:18:58.538257Z,WATER_LEAK,23
29,2023-04-20T20:18:58.538276Z,GLASS_BREAK,4
30,2023-04-21T00:18:58.538288Z,MOTION_DETECTION,15
31,2023-04-22T16:18:58.538300Z,MOTION_DETECTION,6
32,2023-04-22T21:18:58.538313Z,GLASS_BREAK,16
33,2023-04-20T13:18:58.538327Z,SMOKE_OR_FIRE,3
34,2023-04-22T11:18:58.538339Z,MOTION_DETECTION,17
35,2023-04-20T10:18:58.538351Z,WATER_LEAK,15
36,2023-04-19T21:18:58.538363Z,SMOKE_OR_FIRE,30
37,2023-04-21T20:18:58.538375Z,SMOKE_OR_FIRE,36
38,2023-04-21T18:18:58.538387Z,WATER_LEAK,34
39,2023-04-22T07:18:58.538398Z,MOTION_DETECTION,33
40,2023-04-22T19:18:58.538411Z,WATER_LEAK,23
41,2023-04-20T08:18:58.538423Z,MOTION_DETECTION,9
42,2023-04-21T09:18:58.538435Z,MOTION_DETECTION,28
43,2023-04-21T00:18:58.538450Z,WATER_LEAK,6
44,2023-04-22T01:18:58.538465Z,MOTION_DETECTION,42
45,2023-04-22T00:18:58.538478Z,WATER_LEAK,27
46,2023-04-23T03:18:58.538502Z,WATER_LEAK,13
47,2023-04-20T04:18:58.538516Z,MOTION_DETECTION,14
48,2023-04-23T08:18:58.538529Z,GLASS_BREAK,15
49,2023-04-22T14:18:58.538542Z,WATER_LEAK,4
50,2023-04-23T17:18:58.538554Z,WATER_LEAK,13
51,2023-04-21T22:18:58.538566Z,GLASS_BREAK,45
52,2023-04-23T20:18:58.538578Z,GLASS_BREAK,15
53,2023-04-20T16:18:58.538589Z,GLASS_BREAK,22
54,2023-04-22T23:18:58.538601Z,GLASS_BREAK,12
55,2023-04-20T13:18:58.538613Z,MOTION_DETECTION,41
56,2023-04-19T20:18:58.538625Z,GLASS_BREAK,29
57,2023-04-21T11:18:58.538636Z,WATER_LEAK,55
58,2023-04-22T20:18:58.538648Z,SMOKE_OR_FIRE,9
59,2023-04-21T19:18:58.538659Z,MOTION_DETECTION,34
60,2023-04-22T18:18:58.538679Z,SMOKE_OR_FIRE,25
61,2023-04-20T16:18:58.538691Z,WATER_LEAK,53
62,2023-04-19T20:18:58.538702Z,SMOKE_OR_FIRE,32
63,2023-04-21T01:18:58.538715Z,SMOKE_OR_FIRE,47
64,2023-04-21T12:18:58.538728Z,MOTION_DETECTION,21
65,2023-04-21T16:18:58.538747Z,SMOKE_OR_FIRE,48
66,2023-04-22T06:18:58.538761Z,WATER_LEAK,47
67,2023-04-20T07:18:58.538773Z,SMOKE_OR_FIRE,61
68,2023-04-20T09:18:58.538784Z,SMOKE_OR_FIRE,51
69,2023-04-23T10:18:58.538796Z,SMOKE_OR_FIRE,10
70,2023-04-23T04:18:58.538807Z,SMOKE_OR_FIRE,35
71,2023-04-20T13:18:58.538819Z,SMOKE_OR_FIRE,8
72,2023-04-19T20:18:58.538831Z,GLASS_BREAK,23
73,2023-04-21T06:18:58.538843Z,MOTION_DETECTION,57
74,2023-04-23T00:18:58.538854Z,WATER_LEAK,60
75,2023-04-22T23:18:58.538866Z,GLASS_BREAK,46
76,2023-04-20T06:18:58.538878Z,GLASS_BREAK,23
77,2023-04-20T23:18:58.538889Z,GLASS_BREAK,60
78,2023-04-20T10:18:58.538901Z,MOTION_DETECTION,69
79,2023-04-20T01:18:58.538913Z,SMOKE_OR_FIRE,19
80,2023-04-19T22:18:58.538925Z,MOTION_DETECTION,6
81,2023-04-22T20:18:58.538937Z,SMOKE_OR_FIRE,12
82,2023-04-21T16:18:58.538949Z,WATER_LEAK,3
83,2023-04-23T10:18:58.538960Z,SMOKE_OR_FIRE,59
84,2023-04-21T03:18:58.538972Z,MOTION_DETECTION,64
85,2023-04-19T18:18:58.538985Z,SMOKE_OR_FIRE,33
86,2023-04-21T16:18:58.538998Z,SMOKE_OR_FIRE,39
87,2023-04-19T22:18:58.539012Z,WATER_LEAK,52
88,2023-04-21T04:18:58.539025Z,WATER_LEAK,51
89,2023-04-21T16:18:58.539037Z,WATER_LEAK,53
90,2023-04-23T17:18:58.539049Z,SMOKE_OR_FIRE,62
91,2023-04-20T15:18:58.539061Z,SMOKE_OR_FIRE,12
92,2023-04-21T02:18:58.539072Z,MOTION_DETECTION,47
93,2023-04-21T22:18:58.539083Z,SMOKE_OR_FIRE,6
94,2023-04-23T19:18:58.539095Z,GLASS_BREAK,1
95,2023-04-20T11:18:58.539106Z,MOTION_DETECTION,47
96,2023-04-19T18:18:58.539118Z,SMOKE_OR_FIRE,66
97,2023-04-21T14:18:58.539129Z,SMOKE_OR_FIRE,12
98,2023-04-20T04:18:58.539141Z,WATER_LEAK,10
99,2023-04-22T13:18:58.539152Z,WATER_LEAK,52
100,2023-04-20T20:18:58.539163Z,WATER_LEAK,94
101,2023-04-22T07:18:58.539175Z,WATER_LEAK,34
102,2023-04-20T17:18:58.539186Z,GLASS_BREAK,89
103,2023-04-19T21:18:58.539198Z,GLASS_BREAK,36
104,2023-04-20T20:18:58.539209Z,GLASS_BREAK,55
105,2023-04-23T06:18:58.539221Z,MOTION_DETECTION,89
106,2023-04-19T20:18:58.539232Z,SMOKE_OR_FIRE,41
107,2023-04-23T17:18:58.539243Z,SMOKE_OR_FIRE,82
108,2023-04-20T18:18:58.539257Z,GLASS_BREAK,17
109,2023-04-22T09:18:58.539359Z,SMOKE_OR_FIRE,15
110,2023-04-23T06:18:58.539375Z,SMOKE_OR_FIRE,61
111,2023-04-22T12:18:58.539387Z,MOTION_DETECTION,41
112,2023-04-22T16:18:58.539398Z,WATER_LEAK,95
113,2023-04-20T12:18:58.539409Z,GLASS_BREAK,7
114,2023-04-20T14:18:58.539420Z,SMOKE_OR_FIRE,16
115,2023-04-20T21:18:58.539431Z,MOTION_DETECTION,44
116,2023-04-20T03:18:58.539442Z,WATER_LEAK,107
117,2023-04-22T14:18:58.539458Z,MOTION_DETECTION,18
118,2023-04-22T15:18:58.539469Z,MOTION_DETECTION,90
119,2023-04-23T09:18:58.539483Z,SMOKE_OR_FIRE,22
120,2023-04-22T05:18:58.539494Z,WATER_LEAK,93
121,2023-04-20T16:18:58.539506Z,GLASS_BREAK,106
122,2023-04-23T16:18:58.539517Z,WATER_LEAK,98
123,2023-04-22T17:18:58.539528Z,SMOKE_OR_FIRE,31
124,2023-04-21T08:18:58.539540Z,MOTION_DETECTION,68
125,2023-04-21T06:18:58.539551Z,WATER_LEAK,66
126,2023-04-22T14:18:58.539579Z,SMOKE_OR_FIRE,73
127,2023-04-20T08:18:58.539621Z,GLASS_BREAK,47
128,2023-04-21T09:18:58.539658Z,GLASS_BREAK,100
129,2023-04-20T17:18:58.539697Z,GLASS_BREAK,18
130,2023-04-21T14:18:58.539709Z,MOTION_DETECTION,47
131,2023-04-20T23:18:58.539719Z,WATER_LEAK,54
132,2023-04-19T22:18:58.539733Z,WATER_LEAK,56
133,2023-04-22T18:18:58.539744Z,MOTION_DETECTION,49
134,2023-04-23T11:18:58.539756Z,SMOKE_OR_FIRE,88
135,2023-04-21T05:18:58.539766Z,MOTION_DETECTION,94
136,2023-04-21T00:18:58.539777Z,WATER_LEAK,47
137,2023-04-22T11:18:58.539787Z,GLASS_BREAK,21
138,2023-04-23T12:18:58.539798Z,MOTION_DETECTION,130
139,2023-04-22T11:18:58.539808Z,GLASS_BREAK,114
140,2023-04-23T14:18:58.539819Z,GLASS_BREAK,42
141,2023-04-22T08:18:58.539830Z,GLASS_BREAK,36
142,2023-04-21T15:18:58.539840Z,WATER_LEAK,7
143,2023-04-23T01:18:58.539852Z,WATER_LEAK,111
144,2023-04-20T22:18:58.539863Z,WATER_LEAK,29
145,2023-04-20T03:18:58.539873Z,SMOKE_OR_FIRE,65
146,2023-04-20T09:18:58.539884Z,GLASS_BREAK,106
147,2023-04-20T01:18:58.539894Z,MOTION_DETECTION,129
148,2023-04-21T12:18:58.539905Z,MOTION_DETECTION,134
149,2023-04-23T18:18:58.539916Z,WATER_LEAK,10
150,2023-04-21T00:18:58.539926Z,MOTION_DETECTION,144
151,2023-04-20T20:18:58.539937Z,MOTION_DETECTION,134
152,2023-04-22T12:18:58.539948Z,WATER_LEAK,115
153,2023-04-21T03:18:58.539958Z,GLASS_BREAK,16
154,2023-04-20T03:18:58.539971Z,GLASS_BREAK,115
155,2023-04-22T00:18:58.539982Z,SMOKE_OR_FIRE,49
156,2023-04-20T03:18:58.539993Z,SMOKE_OR_FIRE,88
157,2023-04-21T04:18:58.540004Z,GLASS_BREAK,70
158,2023-04-22T07:18:58.540015Z,GLASS_BREAK,46
159,2023-04-23T01:18:58.540025Z,SMOKE_OR_FIRE,62
160,2023-04-20T11:18:58.540036Z,SMOKE_OR_FIRE,159
161,2023-04-23T12:18:58.540048Z,SMOKE_OR_FIRE,91
162,2023-04-20T11:18:58.540059Z,GLASS_BREAK,85
163,2023-04-20T03:18:58.540069Z,MOTION_DETECTION,17
164,2023-04-20T10:18:58.540080Z,SMOKE_OR_FIRE,105
165,2023-04-21T12:18:58.540091Z,GLASS_BREAK,163
166,2023-04-20T00:18:58.540102Z,SMOKE_OR_FIRE,101
167,2023-04-21T15:18:58.540112Z,SMOKE_OR_FIRE,23
168,2023-04-23T15:18:58.540123Z,GLASS_BREAK,15
169,2023-04-23T05:18:58.540134Z,WATER_LEAK,81
170,2023-04-21T17:18:58.540145Z,GLASS_BREAK,29
171,2023-04-21T17:18:58.540156Z,GLASS_BREAK,160
172,2023-04-22T06:18:58.540172Z,MOTION_DETECTION,24
173,2023-04-22T06:18:58.540183Z,WATER_LEAK,138
174,2023-04-20T01:18:58.540194Z,MOTION_DETECTION,130
175,2023-04-23T20:18:58.540205Z,WATER_LEAK,2
176,2023-04-21T12:18:58.540219Z,SMOKE_OR_FIRE,142
177,2023-04-21T23:18:58.540231Z,WATER_LEAK,117
178,2023-04-23T18:18:58.540242Z,WATER_LEAK,49
179,2023-04-21T14:18:58.540253Z,SMOKE_OR_FIRE,33
180,2023-04-23T10:18:58.540264Z,SMOKE_OR_FIRE,117
181,2023-04-21T07:18:58.540275Z,WATER_LEAK,100
182,2023-04-20T16:18:58.540286Z,GLASS_BREAK,82
183,2023-04-21T21:18:58.540296Z,SMOKE_OR_FIRE,36
184,2023-04-22T09:18:58.540307Z,MOTION_DETECTION,4
185,2023-04-23T21:18:58.540318Z,MOTION_DETECTION,125
186,2023-04-21T07:18:58.540328Z,SMOKE_OR_FIRE,93
187,2023-04-23T21:18:58.540338Z,SMOKE_OR_FIRE,83
188,2023-04-21T01:18:58.540349Z,MOTION_DETECTION,172
189,2023-04-21T03:18:58.540360Z,GLASS_BREAK,185
190,2023-04-20T11:18:58.540371Z,SMOKE_OR_FIRE,158
191,2023-04-20T15:18:58.540382Z,GLASS_BREAK,168
192,2023-04-23T11:18:58.540397Z,SMOKE_OR_FIRE,161
193,2023-04-23T11:18:58.540410Z,WATER_LEAK,142
194,2023-04-23T00:18:58.540421Z,WATER_LEAK,35
195,2023-04-22T05:18:58.540432Z,MOTION_DETECTION,138
196,2023-04-21T18:18:58.540443Z,GLASS_BREAK,95
197,2023-04-20T13:18:58.540454Z,GLASS_BREAK,119
198,2023-04-20T06:18:58.540465Z,MOTION_DETECTION,126
199,2023-04-21T01:18:58.540479Z,WATER_LEAK,150
id,battery_level,name,type,detail_id,hub_id,protection_type_id,user_id
1,71,oFKtmPdfWH,SENSOR,1,1,1,1
2,52,UlKrmcCcgc,SENSOR,1,1,1,1
3,97,jmzWOqJkFA,SENSOR,1,1,1,1
4,5,xCQBQWIYWh,SENSOR,1,3,2,3
5,95,EHzAjojaxg,SENSOR,3,3,1,1
6,4,iGgZgiqxcd,SENSOR,1,4,2,3
7,27,LzSSfQiixa,SENSOR,6,1,2,1
8,48,pkdpUUVexf,SENSOR,6,6,5,2
9,47,ysDEantMOx,SENSOR,3,4,7,2
10,85,ZUqwCAuDkq,SENSOR,6,3,5,3
11,84,IniVnxQdnL,SENSOR,10,9,8,5
12,84,sPKRgPIXOD,SENSOR,10,4,7,11
13,97,wnzbVCOdqR,SENSOR,4,9,8,9
14,22,fKViZhQPjL,SENSOR,3,12,8,8
15,80,uRxuTWhvjh,SENSOR,1,10,6,7
16,0,IDgDGtQvci,SENSOR,11,6,3,12
17,28,IJBpcGFcdx,SENSOR,9,13,13,13
18,3,SzgasWwvJT,SENSOR,2,4,9,6
19,66,QQdNcQGULy,SENSOR,18,6,8,10
20,38,mElxvrvuQd,SENSOR,12,17,4,5
21,2,ETSxIrfcei,SENSOR,11,11,7,4
22,82,VxcxgMSeEo,SENSOR,19,7,5,17
23,45,QxbFdrXFhZ,SENSOR,15,20,15,18
24,44,yVhNxZiycb,SENSOR,10,4,1,3
25,82,tnePbjTaCZ,SENSOR,8,21,21,12
26,6,oToJFyXutG,SENSOR,1,2,5,1
27,2,SUfjvRInEq,SENSOR,2,16,19,12
28,51,YYKZLBPprM,SENSOR,19,11,20,14
29,58,tgpWuDhkmv,SENSOR,7,12,7,19
30,85,WVeOvZlpmq,SENSOR,6,12,17,25
31,35,GTRaxGOPSL,SENSOR,12,21,4,1
32,95,jYfakjJvXd,SENSOR,19,14,8,30
33,52,wANCBcqrvk,SENSOR,7,20,19,9
34,40,opEmTklhev,SENSOR,10,3,15,32
35,44,nCdLvnyBNp,SENSOR,7,33,28,3
36,91,mBpkgLxEcy,SENSOR,29,31,4,22
37,51,PKCeglkLBX,SENSOR,10,8,36,10
38,28,gDevcvbyfG,SENSOR,5,4,16,37
39,92,MqGqiNsLqO,SENSOR,12,4,4,27
40,20,WTARipPoLi,SENSOR,27,14,5,15
41,1,UJpCfVLdHe,SENSOR,23,8,17,13
42,21,mOtoNKdTes,SENSOR,12,2,19,27
43,80,PzJIWZNIoc,SENSOR,16,32,30,40
44,77,ZvucNBqlcW,SENSOR,10,22,20,43
45,53,nZYtPUmGaq,SENSOR,37,42,28,8
46,86,LDpifiyPGg,SENSOR,31,43,30,33
47,45,iKFiqJgmBR,SENSOR,25,35,26,17
48,83,WsbvnRAsuo,SENSOR,24,26,14,7
49,70,QleeVKVLGR,SENSOR,41,48,45,11
50,37,UZrijjYZNr,SENSOR,45,26,41,19
51,80,IabhPMJJNi,SENSOR,7,20,1,49
52,29,RjkDahbXfp,SENSOR,28,19,29,17
53,28,gXdTfoZAXe,SENSOR,19,46,8,19
54,14,IIrhcMDqJu,SENSOR,49,13,2,17
55,96,bsgSGKfWqC,SENSOR,13,4,5,1
56,79,rYiQWKvJXE,SENSOR,44,31,5,22
57,69,JkFNaxUvmW,SENSOR,26,11,27,11
58,35,orVBmvzVsL,SENSOR,6,46,54,31
59,53,VeWqIgRMYX,SENSOR,56,39,43,4
60,14,XTDatmLjpo,SENSOR,31,25,34,1
61,76,XhjSBSJUCq,SENSOR,55,51,47,47
62,16,UilRYVmIEk,SENSOR,11,10,6,36
63,6,LwSvMNjxHW,SENSOR,18,47,9,41
64,52,wRKjOOwYoq,SENSOR,27,9,39,6
65,38,eVuwkctiaC,SENSOR,18,7,42,55
66,47,bQJoagYIMS,SENSOR,58,18,62,45
67,6,fhbwWmoiEx,SENSOR,10,62,50,45
68,71,lJfXlfaDec,SENSOR,38,26,50,44
69,3,dmQpzeZxyg,SENSOR,45,22,36,62
70,44,afdkgaLCBQ,SENSOR,5,2,25,31
71,13,jqOVEcRbwA,SENSOR,66,18,38,20
72,74,wFzrxWzOoj,SENSOR,1,48,47,63
73,68,AEpWpPctsf,SENSOR,22,3,40,67
74,85,jjbIJnyqbR,SENSOR,68,67,11,63
75,66,PmcaQfkNIp,SENSOR,64,66,70,74
76,73,GaxMmaCjCG,SENSOR,66,47,70,28
77,2,GZVrKujidF,SENSOR,28,71,47,2
78,4,OdNVoZUQVh,SENSOR,65,14,44,21
79,41,LCaeKaDqZj,SENSOR,74,73,76,41
80,35,poYrSQmWnw,SENSOR,56,5,73,10
81,48,iMoZYlgKCg,SENSOR,47,18,78,37
82,75,PrqiRMwOPR,SENSOR,52,55,50,9
83,1,NKzlwiZvGo,SENSOR,20,7,65,25
84,66,gbJUcRUFQb,SENSOR,33,18,50,10
85,95,PLsZHCPhvi,SENSOR,4,50,67,11
86,77,EcxjMeMrgo,SENSOR,14,27,48,7
87,90,agpvzUUbOP,SENSOR,50,68,17,28
88,24,hqVBQOJCUQ,SENSOR,76,71,75,24
89,4,UzIvHYFPuN,SENSOR,14,67,36,32
90,57,EICiFDcqla,SENSOR,19,76,26,26
91,3,gHmmecevSL,SENSOR,84,53,4,88
92,22,LwJcvvVebq,SENSOR,12,21,71,9
93,43,UIHRXDXtmH,SENSOR,40,15,20,73
94,46,vwUfdziKzO,SENSOR,88,73,8,32
95,11,hXJHUokZLZ,SENSOR,29,73,83,89
96,27,HfVxLnqoaO,SENSOR,69,52,89,51
97,56,SvJgFMYMEr,SENSOR,72,70,36,49
98,27,ezuOZFAycd,SENSOR,24,6,94,92
99,18,YspdszQffQ,SENSOR,88,63,80,93
100,9,ItTqnSMLqq,SENSOR,82,14,91,54
101,44,DjwYhwLBjd,SENSOR,60,80,10,16
102,91,ofUaYztKif,SENSOR,3,39,39,88
103,51,YkbqUkkOnm,SENSOR,71,95,41,73
104,17,kvMayHNfHY,SENSOR,92,39,86,92
105,80,xSqiWlsuQG,SENSOR,86,7,98,70
106,28,VcWfMtxEOC,SENSOR,3,79,59,91
107,51,EoNczIcUUF,SENSOR,105,23,96,22
108,17,KDvneeozEo,SENSOR,70,44,52,45
109,19,xkpBfiqhdM,SENSOR,20,94,44,81
110,91,eybXrtASNR,SENSOR,46,13,9,40
111,43,ZpwhLseOuN,SENSOR,101,29,108,105
112,57,aIXYKjcArL,SENSOR,40,11,109,33
113,10,sVNroUPrBm,SENSOR,15,45,34,93
114,92,KAFXTxbFlA,SENSOR,98,7,111,33
115,41,kvYLwkKMoA,SENSOR,64,85,9,79
116,12,imjyEjRRoH,SENSOR,33,108,31,10
117,31,dATzLKhrds,SENSOR,87,47,89,74
118,89,dHmAaIkwpF,SENSOR,4,3,86,72
119,38,OlJltGgCOo,SENSOR,29,10,27,69
120,74,hanExaOqgT,SENSOR,111,27,86,38
121,36,hKQIGyhQLY,SENSOR,99,107,55,107
122,18,PGlhlrHqUx,SENSOR,56,79,87,37
123,43,mWNFcbIAoa,SENSOR,51,67,113,15
124,15,lqKZAmtLcr,SENSOR,11,99,81,23
125,14,rFRzEcTerQ,SENSOR,95,53,61,85
126,85,bUnHjDhmDn,SENSOR,25,15,66,55
127,6,EbFFHeHGDY,SENSOR,34,73,71,7
128,40,XcrSbNarse,SENSOR,88,62,70,68
129,67,qqwFCwctKh,SENSOR,65,36,105,8
130,6,KiWMZasqdI,SENSOR,71,50,4,89
131,1,xNUloTlulX,SENSOR,6,68,76,127
132,32,phHHKqKaDp,SENSOR,84,4,113,94
133,74,RsOaJrpszl,SENSOR,42,100,51,63
134,18,EWnXbovTqR,SENSOR,86,121,11,27
135,9,VTASBIKkwK,SENSOR,94,39,134,129
136,74,lmBJTOmtji,SENSOR,108,92,107,130
137,44,CVvbnlKGKr,SENSOR,40,108,55,112
138,15,NDolzQaSSh,SENSOR,39,48,132,80
139,94,HnRPZiAPrU,SENSOR,14,97,107,50
140,32,YPVzvvXOdu,SENSOR,97,121,34,2
141,21,ZUrtSyYDhQ,SENSOR,54,138,87,138
142,81,UAyErhGVWJ,SENSOR,8,88,124,32
143,28,yNcfWRBihA,SENSOR,82,33,62,13
144,84,msDWnJlFQq,SENSOR,11,11,11,138
145,37,VqZIFqEpNV,SENSOR,41,49,56,83
146,84,eaeMmCamOX,SENSOR,61,5,132,38
147,23,AkuMXQiYcL,SENSOR,126,118,44,95
148,76,IuuDIhtfMB,SENSOR,136,108,146,88
149,47,RsBAxMNRJS,SENSOR,119,82,133,91
150,32,dRzYwUlGUS,SENSOR,135,75,49,18
151,80,KKtMWdJtjq,SENSOR,106,40,46,150
152,18,eiHloIpYPs,SENSOR,27,6,32,115
153,72,cjgigouBIq,SENSOR,50,149,125,27
154,62,EfIJROFWZu,SENSOR,30,29,134,2
155,14,MwvhENtnhp,SENSOR,38,133,109,71
156,43,jYGffwdjHE,SENSOR,24,96,46,83
157,99,YxbYMkmFQR,SENSOR,48,139,124,136
158,54,psuZqMdJXH,SENSOR,13,19,83,41
159,29,JRQrIjjlsn,SENSOR,99,74,112,9
160,30,pzonjHiiwD,SENSOR,89,50,49,42
161,42,wVqcCJZemz,SENSOR,115,71,72,150
162,4,QyqvzsmaVC,SENSOR,105,93,38,111
163,98,cMqCaFAvxH,SENSOR,92,121,96,141
164,0,SHZfoKEteN,SENSOR,28,120,57,35
165,96,QTjFYculpf,SENSOR,153,105,47,97
166,77,PYNyUVZynj,SENSOR,59,42,111,94
167,1,WSfxyCsSES,SENSOR,52,64,29,146
168,93,kpUJMIScJl,SENSOR,128,162,72,144
169,48,oBwbxfhJFo,SENSOR,92,26,126,96
170,65,FJIUHTZZvv,SENSOR,73,76,46,55
171,1,uFHOJEucVT,SENSOR,71,37,68,132
172,56,cKHeJWhCbz,SENSOR,100,138,124,117
173,31,HYotvCqTdX,SENSOR,130,155,26,170
174,78,RMruWIAfez,SENSOR,20,129,22,8
175,0,WXgNpSuZkU,SENSOR,34,68,37,145
176,65,LCefYpUAUw,SENSOR,44,111,54,21
177,53,gyxoBXMCeY,SENSOR,76,15,17,8
178,33,vFZpujSAuD,SENSOR,80,160,91,35
179,60,yLfwHVKxaB,SENSOR,4,10,153,33
180,13,MYgtuxnPat,SENSOR,3,99,157,91
181,3,axgXQrJCzm,SENSOR,5,37,28,30
182,26,TqkvcwVtbp,SENSOR,95,51,159,79
183,66,mNPCwuFhvI,SENSOR,10,159,165,54
184,19,prctwbSTLH,SENSOR,28,79,169,169
185,5,EJEfkHwTlp,SENSOR,26,88,94,43
186,11,olFhzPmewG,SENSOR,8,130,116,47
187,79,uIeQvkZKmg,SENSOR,122,168,128,132
188,48,UpWaVCwtKc,SENSOR,107,13,57,55
189,59,VjkSJoZIrl,SENSOR,86,163,21,176
190,16,xvbiyuJzQk,SENSOR,172,7,93,102
191,46,LNlRPCshnP,SENSOR,141,161,4,46
192,66,IOYSmaviHr,SENSOR,148,69,77,58
193,50,dYlWjcrRJZ,SENSOR,127,5,191,37
194,74,KLVeEuhtUs,SENSOR,66,28,172,145
195,3,AIkUSRhVOL,SENSOR,89,117,133,139
196,67,QRxLXTgedd,SENSOR,176,157,163,31
197,47,pOYrefmNTF,SENSOR,30,59,53,194
198,51,oKrNwqSkjR,SENSOR,194,119,26,122
199,80,yqLPKPPkxA,SENSOR,22,133,95,33
id,message,type,device_id,hub_id
1,uIWMfvPpOLcRqGmgPYqV,INFO,1,1
2,QXUwIYGDvfgjVaGxAkgQ,CRITICAL,1,1
3,tWKpQlLdBioLEFnjcGAe,WARNING,1,1
4,DwDmIOOmKmTBfONotmib,CRITICAL,2,3
5,jpjEFjexwmwAHDrWoxug,WARNING,4,3
6,pEfsmVBaHrYniTIxfUPt,INFO,5,1
7,vTkdxaVhgXWgiyScptfg,INFO,2,6
8,xqcnbHNFVSUMPhYcNVYe,CRITICAL,7,1
9,nDmgMnDacltujsmtCMWt,INFO,4,5
10,lblQykCwNfsWRiYacVif,WARNING,7,7
11,LVTPObpPoKoRRUCMqWXi,CRITICAL,1,6
12,GVcBVGinrvqqTZWkenSI,WARNING,2,5
13,MItBcniyIkOiKADlxlpC,CRITICAL,11,12
14,IeuAwwVnVIeBuhYCCFmc,WARNING,9,3
15,aqASoDOnLkkkDEutrlDM,WARNING,2,3
16,SZYKGlLJAXjPNxwXpGHS,INFO,6,2
17,LXqsdxZTeOAOtueMVCvS,CRITICAL,3,1
18,igAoeYZXnrcAVFMEgHDh,WARNING,17,14
19,IiavNFXmXatjTKdsdtIx,CRITICAL,17,3
20,SVHlWBZsNEQIgXIoLOOL,WARNING,7,8
21,OvgvKZYQnYnGDOjaxvJx,CRITICAL,7,2
22,PcouygwDoMuLtZtDferq,WARNING,17,1
23,pFlZeDgafLNJKRzuOptv,WARNING,22,10
24,oxNoZPbrFUkpWmJLNhCU,INFO,7,1
25,qasDHLopVZBvxWFKjuRu,INFO,1,9
26,RpoRoBZvXlqSsNJBprAc,CRITICAL,23,7
27,CCAQceZBQczRorQSttgJ,INFO,21,18
28,NKcZxdUzSkRiTvxpBmul,CRITICAL,19,15
29,HpfbSSHOzGLqRsRsAvik,WARNING,23,9
30,VzBkODwiYgNanXpgJTVj,WARNING,23,17
31,BKWViRKjHZgkdylYstSK,WARNING,26,13
32,ycsxxHpgZbOniCAlEboo,CRITICAL,3,4
33,CCedxQFjRmxdxCOMuXbD,WARNING,10,6
34,WgRxPbxBxDezhHqnTONe,INFO,5,6
35,NtTtJhNcsVLzouZdeqgY,WARNING,17,9
36,FDxTrBxqSlUbtbaCSaSQ,WARNING,13,32
37,sBLWjspOOiYwfmKMGnEu,CRITICAL,4,19
38,RMtsrNakFaYnTVWWbIOa,CRITICAL,7,4
39,GxzQohZgojVqBWStAiml,INFO,16,20
40,lXhwUzlbbTiZrnFgjbbM,WARNING,7,20
41,PUBNpqGDoUtHdyapjkeu,INFO,8,35
42,MQiMUTrFfBrDfLENfQaG,CRITICAL,5,26
43,DNlEBsHMDwMInkEfboih,INFO,25,42
44,xjwhCUSCOafKNfJpNSlB,WARNING,29,23
45,ybqadAaFlAifAMJuyCiy,WARNING,39,34
46,GFTzpWobCZLPKJaqOHPV,INFO,27,25
47,uZPCeowXvuWhoPqYwdhH,INFO,16,39
48,miYoZiMZhtGeHpWJyFky,CRITICAL,41,37
49,YKrlTzLCtyADaRdIdNzu,WARNING,22,48
50,qrVeQKRlOqDTFzlOGaSm,CRITICAL,46,7
51,PKuQMzNTzuOULUladZGj,INFO,48,40
52,cuJlrFktfynSMSXuhNNp,INFO,9,7
53,PPshIbjizrCKRJxxNIGL,CRITICAL,7,5
54,apflSmOvPKCvvCxKgkdi,CRITICAL,8,8
55,tkWlKjKQxTUzMkAaZqag,CRITICAL,21,6
56,fFqDPorkGChlFAVaQQDD,CRITICAL,50,48
57,YUJPsjIOHgymVTKFcmZI,INFO,47,27
58,FjCzFLxjkwkOoWffbebF,CRITICAL,42,20
59,GRsXaTlacLQlQkDszvqN,WARNING,51,20
60,kxTdefahRIXYokGjctEk,WARNING,6,52
61,QWzhCbtkykjhFFdptqtJ,WARNING,4,54
62,JbWxqwaEwiAtnjKKfkLR,INFO,42,4
63,ZrYBidsQOICYDqDiUxxv,INFO,29,4
64,dSHmBSFIyieJrACBKMhD,INFO,50,28
